Unnamed: 0	Twitts	Topic	Sentiment
950	@Moncrafter20121 @poweerrzzx @WholesomeMeme For Germany, it is the other way around(okay, at the moment covid sucks ass here). Not many reasons to visit, I feel like, but living here gives a lot of benefits.	E	P
785	If I have Covid I’m fucked for Christmas.. I’m fucked big time. I get paid every week and I need that money to buy three bigger gifts.. fucking damn it.	I	N
926	Just had my Covid-19 booster shot yesterday. . 1st &amp; 2nd dose: Astra Zeneca. . Booster: Pfizer. . Side effects so far: headache, slight fever, ms soreness, palpitations and slight increase of BP.	V	E
1181	@GOP Sanctity of life my ass. You guys say there and let hundreds of thousands die of covid. What? Because most of the were adults, they don't matter? Yeet the GOP into the sun	E	N
1188	@VengaGirl8965 @trutherbleuchef Yes. . Clearly there were never any medical emergencies anywhere in the world ever at all in any way shape or form before Covid vaccinations. . . Anti-vax critical thinking at its finest	V
548	NYC’s budget is projected to grow to $102.8 billion.. . The increase is due to the billions in relief from the feds to cover costs associated with the city’s COVID response and recovery efforts in the wake of Hurricane Ida.. . https://t.co/HxWGCFgEmJ		
52	Yup.. . “Public schools may finally be open across the country, but in many districts, things are far from normal,” New York Times columnist Michelle Goldberg observed. “It’s a perilous situation for Democrats, the party of public schools.”. . https://t.co/hPFT0HK7hM		
439	@RobertKennedyJr I can't name 2 people that I know who died from covid but I could name at least 5 that died of a heart attack after being vaccinated		
342	@PatchouliW They say no quarantine, just hang out until I get my Covid test result.	N	
703	I say let’s fine anyone who catches the covid virus. https://t.co/yjOQMvmubD		
107	@PJMedia_com Agree with you re Fauci. There is scientific, documented evidence that he took irresponsible stands driven by commercial and political interests - divorced of science. We could've been much farther against Covid, if Fauci had followed science. We hv lost patients because of that.		
370	@ianrussll @theJeremyVine Haha what’s your comparison? None. Just had covid. With 3 comorbidities….and had worse hangovers. My mum also not jabbed with a auto immune disease….also said it was like flu. Soooo……there you go. We exist	E	P
623	@Taarec10 @_TheRealAlvin_ Ur put in protocol if your exposed to someone with covid. Vaxx or not		
1208	@FrancisBoulle Texas won’t put up with bS that the crooked governments are imposing in others places.  Most people who experienced covid did fine including my 92 year old mother.  It’s the doctors given the wrong ass protocols from the health directives that have killed people	N	
954	@npchilds @picardonhealth @thedalstonyears @guardian There are always two sides of the story.. . https://t.co/apx2oGpM52. . https://t.co/mtiOPbikO8. . https://t.co/SPm6ovdfvR. . https://t.co/RIrPyLgdVx. . Is death by the vaccine when you were at no risk of Covid tragic?	V	
937	@greta Because it is clear that you have an agenda. You never present anything that would cast doubt on your covid position. I have seen people that present both sides. Raise questions. You are not that.	E	N
1306	‘Could Have Killed One of Our Colleagues’: Former Trump Official Rips Him for Hiding Positive COVID Test https://t.co/Io1HDbdQdE	N	
1041	CDC confirms first U.S. case of omicron Covid variant, in California https://t.co/swbOI5pd3V	O	
141	Getting closer to 1/2 of my 5th-graders having their 1st COVID vaccination. So proud of them &amp; their parents! #ksed		
694	Chinese government officials ... are exploiting gaps in search results on powerful engines like Google, YouTube and Bing to advance conspiracy theories. https://t.co/jFgyidaf98	N	P
1133	@HLover0118 @SenatorBraun @Varneyco @FoxBusiness Hey.  Babbling Braun’s favorite carol is “I’m Dreaming of a White Covid Christmas@		P
1398	There’s something very Zen about getting a routine HIV test and my 3rd shot of COVID vaccine on World AIDS Day. I’m grateful for the miracle of medical science and for healthcare workers who deliver it to me. #GetVaccinatedNow	V	
1094	Supposedly but covid happened https://t.co/9pxpOKdBtC		
1228	@govwithatwood Which covid release is winning album of the year?		
1013	Even Missouri’s top health official isn’t sure how to interpret judge’s ruling on COVID-19 orders #moleg https://t.co/WJi5A9eNyU via @stltoday		
372	@RonFilipkowski Biblical chapter and verse that references vaccines ?.   Matthew (book of)says “What you do to the least of thee, you also do unto Me”.. Transmitting Covid/ disease to the vulnerable, is not biblical..   Nor, is standing on the Bible to push a false narrative “ biblical “.	V	
1285	We've received LOTS of recs for older people to talk to-TX U! . I talked today to Bonnie, 87yo, who likened the COVID pandemic to a war, something she had experience with as a child. Except now the enemy is invisible. COVID has meant daily fear for many older ppl.	I	P
175	The CDC advised all adults should get the COVID booster shot when they are eligible, a change from earlier advice that some adults could choose to do so. https://t.co/U0qGcjZOQT	I	
805	@apriland3dogs @sharondigi @SaraGonzalesTX What's your argument for not giving the covid vaccine to your 3 dogs?	V	
501	@StateDept 'Gayle Smith’s Service as the Coordinator for Global COVID-19 Response and Health Security' The wrong person for a critical role the US must play! Gayle is Mama TPLF, and Africans do not trust her! #UnityForEthiopia #NoMore #TPLFSURRENDERNOW #EthiopiaPrevails		
933	@ronInBendigo Andrews certainly would order the execution of all of them, it would be his offsiders that will say “you can’t do that, how about 50?”. . But the certificates weren’t say “shot whilst trying to escape” it will say “COVID” 🙄		
137	"@UMNseismology @IRIS_EPO stand corrected. should have said, ""reflected in"".. and there is the whole, where there are not sensors what is the covid rate (no direct correlation, of course, but scientific curiosity in having the sensors might anticipate...).. would have thought texas was closer, without a map"		
585	Lakers' LeBron James: Enters COVID-19 protocols. https://t.co/Hj84GbX4L5		
1122	South Africa’s new cases of COVID-19 nearly doubled in a day, authorities reported Wednesday, signaling a dramatic surge in the country where scientists detected the omicron variant last week.. https://t.co/qjFyLMkmZZ	O	
1179	If people getting Covid that is vaccinated. Why get it? Someone please answer this for me		
1029	@danmccay While you “work to find the right balance” 602 Utahns have died from Covid related deaths in October and November.  Blood on your hands for prohibiting mandatory testing,. . https://t.co/HEkOnyeIOB		
1069	@AlanTudgeMP And yet, you lot did nothing to assist Universities to keep jobs. They shed 40k positions in the last 2 years cos of Covid &amp; not being eligible for JobKeeper. And you lot were VERY happy to give it out to businesses that made profits &amp; gave bonuses to CEOs	I	P
460	Covid latest: Booster rollout expanding to tackle Omicron and save Christmas | UK | News https://t.co/9oHWdilufC	O	
749	I’m watching any 🤡 cheering LeBron getting COVID. This stuff is serious. Boo him all you want but don’t cheer someone getting a deadly virus. That’s sick. As much as I hate the Celtics I wouldn’t wish one of them to get something like this. Don’t be a weirdo.	E	P
605	I’m a covid survivor .. but y’all food smell taste so fucking nasty now! Omg I can’t ever enjoy a good meal		
1256	@WheresMyArk_23 @JutPorter @Lj_Foster Again, it's a lie. Males aged 12 - 29 are not getting myocarditis from covid.		
351	Minnesota labs screening for omicron variant as COVID wave persists https://t.co/ss6HUc8VHN	O	
910	"@ArleneFosterUK Have you heard of Covid and ""covid testing"""		
294	@DiegoSanchezUFC God Bless u and May the lord help u with a speedy recovery, I also had Covid pneumonia and was hospitalized for 7 days, you be good in Jesus name		
1356	COVID SEND CHINA TOTAL COST+ FUNERALS. NO GO TO CHINA OLYMPICS:NO FREEDOM PRESS RELIGION ASSEMBLY SPEECH!NO BUY MADE IN CHINA! SATAN IN BIBLE GREAT DRAGON WILL RULE SEND ORIENT 200 MILLION ARMY TO MIDEAST GET  OIL,TGEN ARMAGGEDON.ORIENT UNDER CCP RULE,NUKES, DRAGON SYMBOL LUCK!		P
634	@jojisupremacy yeah it was suppose to happen march 2020 but cancelled due to covid :(		
1130	Iver mec tin seems to works very well. A province in India virtually eradicated Covid using this product on 242 million people in the province.		
631	I’m tired, tired of people’s endless complaining on here about Covid &amp; spewing their own theories. Every time I hear/see the word Covid, its another reminder that I lost my Mom to this god damn virus. It fucking hurts. It’s not all about you people. Think of what others have lost		
667	Efficacy of Pfizer’s COVID Biologic Estimated at 33 Percent https://t.co/476fyEObVH	V	
973	@ScottAdamsSays The WHO may 2021 list of quake covid remedies!. And how to stop misinformation = how to stop debate!. . https://t.co/X5beAuvRP0		
245	OMICRON INBOUND: It is only a “matter of time” that the COVID-19 variant Omicron will arrive in the United States and, eventually, Kansas. https://t.co/KV7xjDqzoL	O	
1006	@MKordunov @JessicaTaylor @CookPolitical Economy booming, COVID deaths low in blue states (so run on red state incompetence), and abortion banned leads to a great set of things to run on.. . If Roe dies it'll be Ds on offense everywhere.		P
352	@gbrough10 @MAGA__Patriot The big question is why is Leronlimab not being used more for covid? No side effects! Do some research and see how the FDA refused to increase the dose in the trials. After the dose was increased it worked!		
54	Anti-vax Wayne County Republican is in ICU with COVID-19 https://t.co/ajEHPZWmYD		
869	After all that time he worked and exposing himself during his COVID battle. What a sad way to go out https://t.co/peVbZZTV7o		N
1350	#Utah covid deaths https://t.co/DCa0mpbFsS		
1227	@Daystar Looks like this might go viral, just like the COVID that killed this dipshit.	E	P
279	@TomiLahren I thought covid would end once Biden got into office…		
1102	@briantylercohen Maybe they thought Biden was going to have a stern convo with COVID and reach a mutual understanding that the virus would commit suicide🤷🏻‍♀️🤦🏻‍♀️		
201	Haven't dined on their rubbish food for literally 15 years,so I don't give a fu*k.I do care tho about the discrimination &amp; apartheid system that they are supporting.Assholes!  Covid-19: McDonald's requires vaccine pass to dine-in under traffic light system https://t.co/3ns9OWSUsr	V	
988	Covid booster shots are pushing protection to unexpected heights https://t.co/uOgDrT8rGC		
1212	Health providers, medical researchers, public health workers gather in front of the Pfizer Clinical Research Unit in New Haven to call for better global access to COVID-19 vaccines as lower income countries struggle to get doses and remain at risk of deadly outbreaks. https://t.co/kwYYhua0mq	V	
651	Give Covid vaccines to 100,000 asthmatic children because 'they face higher risk of hospitalisation' https://t.co/Vk54dUL8o8	V	
1142	@SindaFukinRella Man, my numbers are way off! Of course it would help if I went out often, but thanks to Covid, not the case! :(		
404	I can't wait to read this one. https://t.co/WzFY6yI2wK		
624	People are a little *too* excited at the possibility of Bron having covid https://t.co/DvLZz47TE6		
1123	oh yeah forgot to update i have a sinus infection and not covid thank god		
1430	#Omicron .... Our. Mail . In . Covid . Rigging . Operations. Nationalized https://t.co/tsX8rTMC8y	O	
371	@dgurdasani1 Hospital admissions and number in hospital with covid has been falling over the last few weeks so not sure your argument on the NHS being overwhelmed stands right now. Seems the booster programme is working well and there is no need for your hysteria.		
